Time_s,Alive_Nodes,Total_Energy_J,Generated_Packets,Delivered_Packets,Dropped_Packets,Avg_Latency_s
410.0,450,1036.0353,18450,18000,0,0.01387
420.0,450,1026.9679,18900,18450,0,0.01393
430.0,449,1018.1255,19349,18897,3,0.01397
440.0,449,1009.2175,19798,19346,3,0.01403
450.0,449,1000.5663,20247,19795,53,0.01409
460.0,449,994.4013,20696,20194,103,0.01407
470.0,449,988.406,21145,20593,153,0.01406
480.0,449,982.2892,21594,20992,203,0.01405
490.0,449,976.1439,22043,21391,253,0.01404
500.0,449,969.8646,22492,21790,303,0.01404
510.0,449,963.3417,22941,22189,353,0.01405
520.0,449,956.8524,23390,22588,403,0.01407
530.0,449,950.38,23839,22987,453,0.01408
540.0,448,944.074,24287,23386,503,0.0141
550.0,448,937.7077,24735,23784,553,0.01412
560.0,448,931.3529,25183,24182,603,0.01414
570.0,448,924.6216,25631,24580,653,0.01416
580.0,448,917.8328,26079,24978,703,0.01419
590.0,448,911.0754,26527,25376,753,0.01422
600.0,448,904.3124,26975,25774,803,0.01426
610.0,448,897.2436,27423,26172,901,0.01429
620.0,448,891.7527,27871,26522,999,0.0143
630.0,446,886.2404,28317,26872,1097,0.01432
640.0,444,880.5695,28761,27220,1195,0.01433
650.0,443,874.9316,29204,27566,1293,0.01434
660.0,443,868.8208,29647,27911,1391,0.01437
670.0,443,862.4807,30090,28256,1489,0.01441
680.0,443,856.1178,30533,28601,1587,0.01444
690.0,443,849.7844,30976,28946,1685,0.01448
700.0,443,843.4795,31419,29291,1783,0.01452
710.0,443,837.1151,31862,29636,1881,0.01456
720.0,442,830.737,32304,29981,1979,0.0146
730.0,442,824.3091,32746,30325,2077,0.01464
740.0,441,818.0098,33187,30669,2175,0.01468
750.0,440,811.6356,33627,31012,2273,0.01472
760.0,440,805.1986,34067,31354,2371,0.01476
770.0,440,798.2769,34507,31696,2469,0.01481
780.0,439,790.6274,34946,32038,2567,0.01486
790.0,439,783.0473,35385,32379,2665,0.01492
800.0,438,775.8967,35823,32720,2763,0.01497
810.0,438,768.6933,36261,33060,2861,0.01503
820.0,437,760.5766,36698,33400,2959,0.01511
830.0,435,752.9213,37133,33697,3286,0.01515
840.0,435,751.7778,37568,33847,3582,0.01512
850.0,435,750.9601,38003,33986,3878,0.01508
860.0,435,750.1519,38438,34125,4174,0.01505
870.0,435,749.2877,38873,34264,4470,0.01501
880.0,434,748.4645,39307,34403,4766,0.01498
890.0,433,747.6611,39740,34541,5062,0.01494
900.0,433,746.8283,40173,34678,5358,0.01491
910.0,433,746.0356,40606,34815,5654,0.01488
920.0,433,745.2419,41039,34952,5950,0.01484
930.0,433,744.4522,41472,35089,6246,0.01481
940.0,433,743.6195,41905,35226,6542,0.01478
950.0,433,742.813,42338,35363,6838,0.01474
960.0,432,742.0254,42770,35500,7134,0.01471
970.0,430,741.2696,43200,35636,7430,0.01468
980.0,429,740.5219,43629,35770,7726,0.01465
990.0,429,739.7359,44058,35903,8022,0.01462
1000.0,428,738.9953,44486,36036,8318,0.01459
1010.0,427,738.2676,44913,36168,8614,0.01456
1020.0,425,737.5478,45338,36299,8910,0.01453
1030.0,423,736.8487,45761,36428,9206,0.0145
1040.0,421,736.1831,46182,36555,9502,0.01447
1050.0,420,735.5027,46602,36680,9798,0.01444
1060.0,420,734.8652,47022,36804,10094,0.01441
1070.0,420,734.2236,47442,36928,10390,0.01439
1080.0,419,733.6136,47861,37052,10686,0.01436
1090.0,419,733.0087,48280,37175,10982,0.01433
1100.0,419,732.3738,48699,37298,11278,0.01431
1110.0,419,731.755,49118,37421,11574,0.01428
1120.0,419,731.1491,49537,37544,11870,0.01425
1130.0,419,730.5296,49956,37667,12166,0.01423
1140.0,419,729.9249,50375,37790,12462,0.0142
1150.0,419,729.3144,50794,37913,12758,0.01418
1160.0,417,728.6913,51211,38036,13054,0.01415
1170.0,416,728.1043,51627,38157,13350,0.01412
1180.0,413,727.5158,52040,38277,13646,0.0141
1190.0,411,726.955,52451,38394,13942,0.01408
1200.0,410,726.4188,52861,38509,14238,0.01405
1210.0,410,725.8686,53271,38623,14534,0.01403
1220.0,408,725.322,53679,38737,14830,0.01401
1230.0,406,724.8014,54085,38849,15126,0.01398
1240.0,404,724.2832,54489,38959,15422,0.01396
1250.0,403,723.7952,54892,39067,15718,0.01394
1260.0,403,723.3166,55295,39174,16014,0.01392
1270.0,402,722.82,55697,39281,16310,0.0139
1280.0,402,722.3347,56099,39387,16606,0.01387
1290.0,399,721.8772,56498,39493,16902,0.01385
1300.0,399,721.4189,56897,39596,17198,0.01383
1310.0,398,720.962,57295,39699,17494,0.01381
1320.0,398,720.5079,57693,39801,17790,0.01379
1330.0,397,720.0543,58090,39903,18086,0.01377
1340.0,397,719.6077,58487,40004,18382,0.01375
1350.0,397,719.1663,58884,40105,18678,0.01373
1360.0,396,718.7415,59280,40206,18974,0.01371
1370.0,396,718.308,59676,40306,19270,0.01369
1380.0,396,717.8765,60072,40406,19566,0.01367
1390.0,396,717.4676,60468,40506,19862,0.01365
1400.0,395,717.0436,60863,40606,20158,0.01364
1410.0,393,716.6303,61256,40705,20454,0.01362
1420.0,392,716.2371,61648,40802,20750,0.0136
1430.0,392,715.8579,62040,40898,21046,0.01358
1440.0,392,715.4858,62432,40994,21342,0.01356
1450.0,390,715.1066,62822,41090,21638,0.01354
1460.0,390,714.709,63212,41184,21934,0.01352
1470.0,390,714.3512,63602,41278,22230,0.01351
1480.0,389,713.9887,63991,41372,22526,0.01349
1490.0,389,713.6142,64380,41465,22822,0.01347
1500.0,389,713.2463,64769,41558,23118,0.01345
1510.0,389,712.8853,65158,41651,23414,0.01344
1520.0,389,712.5083,65547,41744,23710,0.01342
1530.0,389,712.1544,65936,41837,24006,0.0134
1540.0,389,711.7929,66325,41930,24302,0.01338
1550.0,389,711.4282,66714,42023,24598,0.01337
1560.0,388,711.0758,67102,42116,24894,0.01335
1570.0,388,710.7053,67490,42208,25190,0.01333
1580.0,387,710.3695,67877,42300,25486,0.01332
1590.0,386,710.0329,68263,42391,25782,0.0133
1600.0,386,709.7106,68649,42481,26078,0.01328
1610.0,386,709.3854,69035,42571,26374,0.01327
1620.0,385,709.0383,69420,42661,26670,0.01325
1630.0,384,708.7104,69804,42750,26966,0.01323
1640.0,383,708.3886,70187,42838,27262,0.01322
1650.0,383,708.0657,70570,42925,27558,0.0132
1660.0,383,707.7553,70953,43012,27854,0.01319
1670.0,383,707.4359,71336,43099,28150,0.01317
1680.0,383,707.1202,71719,43186,28446,0.01316
1690.0,383,706.7793,72102,43273,28742,0.01314
1700.0,382,706.4637,72484,43360,29038,0.01313
1710.0,382,706.1443,72866,43446,29334,0.01311
1720.0,382,705.8135,73248,43532,29630,0.0131
1730.0,381,705.4856,73629,43618,29926,0.01308
1740.0,381,705.1709,74010,43703,30222,0.01307
1750.0,381,704.8703,74391,43788,30518,0.01305
1760.0,380,704.5583,74771,43873,30814,0.01304
1770.0,380,704.2605,75151,43957,31110,0.01303
1780.0,380,703.9591,75531,44041,31406,0.01301
1790.0,380,703.6534,75911,44125,31702,0.013
1800.0,380,703.3217,76291,44209,31998,0.01298
1810.0,380,703.015,76671,44293,32294,0.01297
1820.0,380,702.7126,77051,44377,32590,0.01296
1830.0,380,702.3937,77431,44461,32886,0.01294
1840.0,380,702.0839,77811,44545,33182,0.01293
1850.0,380,701.785,78191,44629,33478,0.01291
1860.0,380,701.4653,78571,44713,33774,0.0129
1870.0,380,701.1509,78951,44797,34070,0.01289
1880.0,380,700.8347,79331,44881,34366,0.01287
1890.0,380,700.5128,79711,44965,34662,0.01286
1900.0,380,700.1975,80091,45049,34958,0.01285
1910.0,380,699.8807,80471,45133,35254,0.01283
1920.0,380,699.5544,80851,45217,35550,0.01282
1930.0,380,699.2336,81231,45301,35846,0.01281
1940.0,380,698.918,81611,45385,36142,0.01279
1950.0,378,698.6148,81989,45469,36438,0.01278
1960.0,378,698.3184,82367,45551,36734,0.01277
1970.0,377,698.0025,82744,45633,37030,0.01275
1980.0,376,697.7131,83120,45714,37326,0.01274
1990.0,376,697.4346,83496,45794,37622,0.01273
2000.0,375,697.1447,83871,45874,37918,0.01272
2010.0,375,696.8873,84246,45953,38214,0.0127
2020.0,375,696.5998,84621,46032,38510,0.01269
2030.0,375,696.3239,84996,46111,38806,0.01268
2040.0,375,696.0416,85371,46190,39102,0.01267
2050.0,375,695.761,85746,46269,39398,0.01266
2060.0,375,695.4759,86121,46348,39694,0.01264
2070.0,374,695.2091,86495,46427,39990,0.01263
2080.0,373,694.9585,86868,46505,40286,0.01262
2090.0,373,694.6907,87241,46582,40582,0.01261
2100.0,373,694.4117,87614,46659,40878,0.0126
2110.0,373,694.1326,87987,46736,41174,0.01259
2120.0,373,693.8498,88360,46813,41470,0.01257
2130.0,372,693.5675,88732,46890,41766,0.01256
2140.0,372,693.2909,89104,46966,42062,0.01255
2150.0,371,693.0467,89475,47042,42358,0.01254
2160.0,371,692.7821,89846,47117,42654,0.01253
2170.0,371,692.5288,90217,47192,42950,0.01252
2180.0,371,692.2789,90588,47267,43246,0.01251
2190.0,370,692.0379,90958,47342,43542,0.0125
2200.0,370,691.7715,91328,47416,43838,0.01249
2210.0,370,691.5232,91698,47490,44134,0.01248
2220.0,370,691.2719,92068,47564,44430,0.01246
2230.0,370,691.0065,92438,47638,44726,0.01245
2240.0,370,690.754,92808,47712,45022,0.01244
2250.0,370,690.494,93178,47786,45318,0.01243
2260.0,370,690.2505,93548,47860,45614,0.01242
2270.0,370,690.0004,93918,47934,45910,0.01241
2280.0,370,689.7391,94288,48008,46206,0.0124
2290.0,370,689.4807,94658,48082,46502,0.01239
2300.0,369,689.2214,95027,48156,46798,0.01238
2310.0,369,688.9687,95396,48229,47094,0.01237
2320.0,369,688.7182,95765,48302,47390,0.01236
2330.0,369,688.4754,96134,48375,47686,0.01235
2340.0,368,688.2195,96502,48448,47982,0.01234
2350.0,368,687.9664,96870,48520,48278,0.01233
2360.0,368,687.7255,97238,48592,48574,0.01232
2370.0,368,687.4883,97606,48664,48870,0.01231
2380.0,368,687.2414,97974,48736,49166,0.0123
2390.0,368,686.9855,98342,48808,49462,0.01229
2400.0,368,686.7378,98710,48880,49758,0.01228
2410.0,368,686.4905,99078,48952,50054,0.01227
2420.0,367,686.2413,99445,49024,50350,0.01226
2430.0,367,685.9982,99812,49095,50646,0.01225
2440.0,367,685.7407,100179,49166,50943,0.01224
2450.0,367,685.507,100546,49236,51240,0.01223
2460.0,367,685.2651,100913,49306,51537,0.01222
2470.0,367,685.0142,101280,49376,51834,0.01221
2480.0,366,684.781,101646,49446,52131,0.01221
2490.0,366,684.5458,102012,49515,52428,0.0122
2500.0,366,684.3085,102378,49584,52725,0.01219
2510.0,365,684.0895,102743,49653,53022,0.01218
2520.0,364,683.8606,103107,49721,53319,0.01217
2530.0,364,683.6574,103471,49788,53616,0.01216
2540.0,364,683.4315,103835,49855,53913,0.01215
2550.0,364,683.211,104199,49922,54210,0.01214
2560.0,364,683.0058,104563,49989,54507,0.01213
2570.0,364,682.7829,104927,50056,54804,0.01212
2580.0,364,682.5688,105291,50123,55101,0.01212
2590.0,364,682.3604,105655,50190,55398,0.01211
2600.0,364,682.1448,106019,50257,55695,0.0121
2610.0,364,681.9388,106383,50324,55992,0.01209
2620.0,364,681.7382,106747,50391,56289,0.01208
2630.0,364,681.5286,107111,50458,56586,0.01207
2640.0,364,681.3099,107475,50525,56883,0.01206
2650.0,364,681.1119,107839,50592,57180,0.01206
2660.0,364,680.9042,108203,50659,57477,0.01205
2670.0,364,680.6928,108567,50726,57774,0.01204
2680.0,364,680.4639,108931,50793,58071,0.01203
2690.0,364,680.2643,109295,50860,58368,0.01202
2700.0,364,680.0507,109659,50927,58665,0.01201
2710.0,364,679.8346,110023,50994,58962,0.012
2720.0,363,679.6382,110386,51061,59259,0.012
2730.0,363,679.4358,110749,51127,59556,0.01199
2740.0,363,679.2193,111112,51193,59853,0.01198
2750.0,363,679.0186,111475,51259,60150,0.01197
2760.0,363,678.829,111838,51325,60447,0.01196
2770.0,363,678.6357,112201,51391,60744,0.01195
2780.0,363,678.4178,112564,51457,61041,0.01195
2790.0,363,678.2232,112927,51523,61338,0.01194
2800.0,363,678.012,113290,51589,61635,0.01193
2810.0,363,677.8074,113653,51655,61932,0.01192
2820.0,363,677.594,114016,51721,62229,0.01191
2830.0,363,677.3958,114379,51787,62531,0.01191
2840.0,363,677.2516,114742,51848,62833,0.0119
2850.0,362,677.1163,115104,51909,63135,0.01189
2860.0,362,676.9824,115466,51969,63437,0.01188
2870.0,362,676.8448,115828,52029,63739,0.01187
2880.0,362,676.7135,116190,52089,64041,0.01186
2890.0,362,676.581,116552,52149,64343,0.01186
2900.0,362,676.4387,116914,52209,64645,0.01185
2910.0,361,676.3113,117275,52269,64947,0.01184
2920.0,361,676.1746,117636,52328,65249,0.01183
2930.0,361,676.049,117997,52387,65551,0.01182
2940.0,361,675.9056,118358,52446,65853,0.01182
2950.0,361,675.7913,118719,52505,66155,0.01181
2960.0,361,675.6485,119080,52564,66457,0.0118
2970.0,360,675.5118,119440,52623,66759,0.01179
2980.0,360,675.3823,119800,52681,67061,0.01179
2990.0,359,675.2539,120159,52739,67363,0.01178
3000.0,358,675.1439,120517,52796,67665,0.01177
3010.0,358,675.0341,120875,52852,67967,0.01176
3020.0,358,674.9263,121233,52908,68269,0.01175
3030.0,358,674.8166,121591,52964,68571,0.01175
3040.0,358,674.7087,121949,53020,68873,0.01174
3050.0,358,674.5939,122307,53076,69175,0.01173
3060.0,357,674.4989,122664,53132,69477,0.01173
3070.0,357,674.3954,123021,53187,69779,0.01172
3080.0,357,674.3019,123378,53242,70081,0.01171
3090.0,357,674.2113,123735,53297,70383,0.0117
3100.0,357,674.1199,124092,53352,70685,0.0117
3110.0,357,674.0268,124449,53407,70987,0.01169
3120.0,357,673.9388,124806,53462,71289,0.01168
3130.0,357,673.8451,125163,53517,71591,0.01167
3140.0,357,673.7476,125520,53572,71893,0.01167
3150.0,357,673.6567,125877,53627,72195,0.01166
3160.0,357,673.5615,126234,53682,72497,0.01165
3170.0,357,673.4671,126591,53737,72799,0.01165
3180.0,357,673.378,126948,53792,73101,0.01164
3190.0,357,673.287,127305,53847,73403,0.01163
3200.0,357,673.1884,127662,53902,73705,0.01162
3210.0,357,673.0961,128019,53957,74007,0.01162
3220.0,357,673.0016,128376,54012,74309,0.01161
3230.0,357,672.9054,128733,54067,74611,0.0116
3240.0,357,672.8198,129090,54122,74913,0.0116
3250.0,357,672.7255,129447,54177,75215,0.01159
3260.0,357,672.6315,129804,54232,75517,0.01158
3270.0,357,672.5282,130161,54287,75819,0.01157
3280.0,357,672.4357,130518,54342,76121,0.01157
3290.0,356,672.3343,130874,54397,76423,0.01156
3300.0,356,672.243,131230,54451,76725,0.01155
3310.0,356,672.1549,131586,54505,77027,0.01155
3320.0,356,672.0714,131942,54559,77329,0.01154
3330.0,356,671.9757,132298,54613,77631,0.01153
3340.0,356,671.8805,132654,54667,77933,0.01153
3350.0,356,671.79,133010,54721,78235,0.01152
3360.0,356,671.7048,133366,54775,78537,0.01151
3370.0,356,671.6183,133722,54829,78839,0.01151
3380.0,356,671.526,134078,54883,79141,0.0115
3390.0,356,671.4244,134434,54937,79443,0.01149
3400.0,356,671.3299,134790,54991,79745,0.01148
3410.0,356,671.2454,135146,55045,80047,0.01148
3420.0,356,671.1436,135502,55099,80349,0.01147
3430.0,356,671.0552,135858,55153,80651,0.01146
3440.0,356,670.9712,136214,55207,80953,0.01146
3450.0,356,670.8845,136570,55261,81255,0.01145
3460.0,355,670.791,136925,55315,81557,0.01144
3470.0,355,670.7093,137280,55368,81859,0.01144
3480.0,355,670.6318,137635,55421,82161,0.01143
3490.0,355,670.5443,137990,55474,82463,0.01143
3500.0,355,670.4537,138345,55527,82765,0.01142
3510.0,355,670.3695,138700,55580,83067,0.01141
3520.0,355,670.2853,139055,55633,83369,0.01141
3530.0,354,670.2013,139409,55686,83671,0.0114
3540.0,354,670.1126,139763,55738,83973,0.01139
3550.0,354,670.0276,140117,55790,84275,0.01139
3560.0,354,669.9507,140471,55842,84577,0.01138
3570.0,354,669.865,140825,55894,84879,0.01137
3580.0,354,669.7842,141179,55946,85181,0.01137
3590.0,354,669.7056,141533,55998,85483,0.01136
3600.0,354,669.6245,141887,56050,85785,0.01136
3610.0,354,669.5508,142241,56102,86087,0.01135
3620.0,354,669.4736,142595,56154,86389,0.01134
3630.0,354,669.3873,142949,56206,86691,0.01134
3640.0,354,669.3036,143303,56258,86993,0.01133
3650.0,354,669.2261,143657,56310,87295,0.01132
3660.0,354,669.1393,144011,56362,87597,0.01132
3670.0,354,669.0528,144365,56414,87899,0.01131
3680.0,354,668.9832,144719,56466,88201,0.01131
3690.0,354,668.9098,145073,56518,88503,0.0113
3700.0,354,668.836,145427,56570,88805,0.01129
3710.0,354,668.7526,145781,56622,89107,0.01129
3720.0,354,668.6724,146135,56674,89409,0.01128
3730.0,354,668.5934,146489,56726,89711,0.01127
3740.0,354,668.5154,146843,56778,90013,0.01127
3750.0,354,668.4369,147197,56830,90315,0.01126
3760.0,354,668.3607,147551,56882,90617,0.01126
3770.0,354,668.2819,147905,56934,90919,0.01125
3780.0,354,668.2003,148259,56986,91221,0.01124
3790.0,354,668.1236,148613,57038,91523,0.01124
3800.0,354,668.0376,148967,57090,91825,0.01123
3810.0,354,667.9621,149321,57142,92127,0.01123
3820.0,354,667.8741,149675,57194,92429,0.01122
3830.0,354,667.7936,150029,57246,92731,0.01121
3840.0,354,667.7135,150383,57298,93033,0.01121
3850.0,354,667.6285,150737,57350,93335,0.0112
3860.0,354,667.5492,151091,57402,93637,0.0112
3870.0,354,667.4634,151445,57454,93939,0.01119
3880.0,354,667.391,151799,57506,94241,0.01118
3890.0,354,667.3187,152153,57558,94543,0.01118
3900.0,354,667.2338,152507,57610,94845,0.01117
3910.0,354,667.1548,152861,57662,95147,0.01117
3920.0,354,667.0655,153215,57714,95449,0.01116
3930.0,354,666.9775,153569,57766,95751,0.01115
3940.0,354,666.8891,153923,57818,96053,0.01115
3950.0,354,666.8097,154277,57870,96355,0.01114
3960.0,354,666.7254,154631,57922,96657,0.01114
3970.0,354,666.6512,154985,57974,96959,0.01113
3980.0,354,666.5694,155339,58026,97261,0.01112
3990.0,354,666.4879,155693,58078,97563,0.01112
4000.0,353,666.4066,156046,58130,97865,0.01111
4010.0,353,666.327,156399,58181,98167,0.01111
4020.0,353,666.2537,156752,58232,98469,0.0111
4030.0,353,666.18,157105,58283,98771,0.01109
4040.0,353,666.1026,157458,58334,99073,0.01109
4050.0,353,666.0285,157811,58385,99375,0.01108
4060.0,353,665.955,158164,58436,99677,0.01108
4070.0,352,665.8816,158516,58487,99979,0.01107
4080.0,352,665.812,158868,58537,100281,0.01107
4090.0,352,665.7411,159220,58587,100583,0.01106
4100.0,352,665.6757,159572,58637,100885,0.01105
4110.0,352,665.6098,159924,58687,101187,0.01105
4120.0,352,665.5438,160276,58737,101489,0.01104
4130.0,352,665.4755,160628,58787,101791,0.01104
4140.0,352,665.4046,160980,58837,102093,0.01103
4150.0,352,665.3347,161332,58887,102395,0.01103
4160.0,352,665.2611,161684,58937,102697,0.01102
4170.0,352,665.193,162036,58987,102999,0.01102
4180.0,352,665.1253,162388,59037,103301,0.01101
4190.0,352,665.0553,162740,59087,103603,0.011
4200.0,352,664.9851,163092,59137,103905,0.011
4210.0,352,664.9146,163444,59187,104207,0.01099
4220.0,352,664.8468,163796,59237,104509,0.01099
4230.0,352,664.7815,164148,59287,104811,0.01098
4240.0,352,664.711,164500,59337,105113,0.01098
4250.0,352,664.6407,164852,59387,105415,0.01097
4260.0,352,664.5705,165204,59437,105717,0.01097
4270.0,352,664.5033,165556,59487,106019,0.01096
4280.0,352,664.4347,165908,59537,106321,0.01095
4290.0,352,664.3644,166260,59587,106623,0.01095
4300.0,352,664.2939,166612,59637,106925,0.01094
4310.0,352,664.228,166964,59687,107227,0.01094
4320.0,352,664.1624,167316,59737,107529,0.01093
4330.0,351,664.0903,167667,59787,107831,0.01093
4340.0,351,664.0259,168018,59836,108133,0.01092
4350.0,351,663.9631,168369,59885,108435,0.01092
4360.0,351,663.9025,168720,59934,108737,0.01091
4370.0,351,663.8375,169071,59983,109039,0.01091
4380.0,350,663.7739,169421,60032,109341,0.0109
4390.0,350,663.712,169771,60080,109643,0.0109
4400.0,350,663.6532,170121,60128,109945,0.01089
4410.0,350,663.5961,170471,60176,110247,0.01089
4420.0,349,663.534,170820,60224,110549,0.01088
4430.0,349,663.4798,171169,60271,110851,0.01088
4440.0,349,663.428,171518,60318,111153,0.01087
4450.0,349,663.3756,171867,60365,111455,0.01087
4460.0,349,663.3193,172216,60412,111757,0.01086
4470.0,349,663.2657,172565,60459,112059,0.01086
4480.0,349,663.2089,172914,60506,112361,0.01085
4490.0,349,663.1541,173263,60553,112663,0.01085
4500.0,349,663.1023,173612,60600,112965,0.01084
4510.0,349,663.0448,173961,60647,113267,0.01084
4520.0,349,662.988,174310,60694,113569,0.01083
4530.0,349,662.9335,174659,60741,113871,0.01083
4540.0,349,662.8741,175008,60788,114173,0.01082
4550.0,349,662.8242,175357,60835,114475,0.01082
4560.0,349,662.7648,175706,60882,114777,0.01081
4570.0,349,662.71,176055,60929,115079,0.01081
4580.0,349,662.6558,176404,60976,115381,0.0108
4590.0,349,662.6038,176753,61023,115683,0.0108
4600.0,349,662.5493,177102,61070,115985,0.01079
4610.0,349,662.4929,177451,61117,116287,0.01079
4620.0,349,662.4335,177800,61164,116589,0.01078
4630.0,349,662.3815,178149,61211,116891,0.01078
4640.0,349,662.3251,178498,61258,117193,0.01077
4650.0,348,662.271,178846,61305,117495,0.01077
4660.0,348,662.2256,179194,61351,117797,0.01076
4670.0,348,662.1801,179542,61397,118099,0.01076
4680.0,348,662.1347,179890,61443,118401,0.01075
4690.0,348,662.0913,180238,61489,118703,0.01075
4700.0,347,662.0542,180585,61535,119005,0.01074
4710.0,347,662.0152,180932,61580,119307,0.01074
4720.0,347,661.9786,181279,61625,119609,0.01073
4730.0,347,661.9415,181626,61670,119911,0.01073
4740.0,347,661.9044,181973,61715,120213,0.01072
4750.0,347,661.8678,182320,61760,120515,0.01072
4760.0,347,661.8307,182667,61805,120817,0.01071
4770.0,347,661.7936,183014,61850,121119,0.01071
4780.0,347,661.7565,183361,61895,121421,0.01071
4790.0,347,661.7194,183708,61940,121723,0.0107
4800.0,347,661.6804,184055,61985,122025,0.0107
4810.0,347,661.6439,184402,62030,122327,0.01069
4820.0,347,661.6068,184749,62075,122629,0.01069
4830.0,347,661.5672,185096,62120,122931,0.01068
4840.0,347,661.5281,185443,62165,123233,0.01068
4850.0,347,661.4916,185790,62210,123535,0.01067
4860.0,347,661.4545,186137,62255,123837,0.01067
4870.0,347,661.418,186484,62300,124139,0.01066
4880.0,347,661.3784,186831,62345,124441,0.01066
4890.0,347,661.3418,187178,62390,124743,0.01065
4900.0,347,661.3028,187525,62435,125045,0.01065
4910.0,347,661.2632,187872,62480,125347,0.01064
4920.0,347,661.2267,188219,62525,125649,0.01064
4930.0,347,661.1901,188566,62570,125951,0.01064
4940.0,347,661.1511,188913,62615,126253,0.01063
4950.0,347,661.1146,189260,62660,126555,0.01063
4960.0,347,661.0755,189607,62705,126857,0.01062
4970.0,346,661.0441,189953,62750,127159,0.01062
4980.0,346,661.0123,190299,62794,127461,0.01061
4990.0,346,660.9806,190645,62838,127763,0.01061
