Time_s,Alive_Nodes,Total_Energy_J,Generated_Packets,Delivered_Packets,Dropped_Packets,Avg_Latency_s
410.0,443,869.2298,18365,17922,0,0.01212
420.0,443,856.1135,18808,18365,51,0.01219
430.0,442,846.3344,19250,18757,102,0.01219
440.0,442,836.7273,19692,19148,153,0.0122
450.0,441,827.0449,20133,19539,204,0.01221
460.0,441,816.771,20574,19929,255,0.01223
470.0,439,806.434,21013,20319,306,0.01226
480.0,437,795.9106,21450,20707,357,0.01228
490.0,433,785.6032,21883,21093,408,0.0123
500.0,430,775.0822,22313,21475,459,0.01232
510.0,428,763.7854,22741,21854,545,0.01236
520.0,426,754.3116,23167,22196,631,0.01237
530.0,423,744.554,23590,22536,717,0.01239
540.0,421,734.7258,24011,22873,808,0.01242
550.0,421,725.084,24432,23203,899,0.01245
560.0,420,714.1794,24852,23533,990,0.01249
570.0,420,703.0093,25272,23862,1081,0.01255
580.0,418,691.7315,25690,24191,1172,0.0126
590.0,415,681.5302,26105,24491,1290,0.01263
600.0,414,669.6887,26519,24815,1381,0.01269
610.0,410,657.9198,26929,25136,1610,0.01275
620.0,409,655.6772,27338,25319,1860,0.01272
630.0,408,654.1864,27746,25478,2110,0.01267
640.0,408,652.6479,28154,25636,2361,0.01263
650.0,407,651.145,28561,25793,2612,0.01259
660.0,406,649.7184,28967,25949,2863,0.01256
670.0,406,648.2907,29373,26104,3114,0.01252
680.0,402,646.8862,29775,26259,3365,0.01248
690.0,400,645.5377,30175,26410,3616,0.01244
700.0,400,644.2428,30575,26559,3867,0.01241
710.0,399,642.9431,30974,26708,4118,0.01237
720.0,397,641.6796,31371,26856,4369,0.01234
730.0,397,640.3569,31768,27002,4620,0.0123
740.0,396,639.098,32164,27148,4871,0.01227
750.0,395,637.8136,32559,27293,5122,0.01224
760.0,395,636.6012,32954,27437,5373,0.01221
770.0,394,635.3834,33348,27581,5624,0.01217
780.0,393,634.1823,33741,27724,5875,0.01214
790.0,391,632.9321,34132,27866,6126,0.01211
800.0,391,631.771,34523,28006,6377,0.01208
810.0,389,630.624,34912,28146,6628,0.01205
820.0,387,629.5184,35299,28284,6879,0.01202
830.0,385,628.4469,35684,28420,7130,0.01199
840.0,383,627.4018,36067,28554,7381,0.01196
850.0,382,626.3813,36449,28686,7632,0.01194
860.0,379,625.3646,36828,28817,7883,0.01191
870.0,378,624.4171,37206,28945,8134,0.01188
880.0,377,623.4753,37583,29072,8385,0.01185
890.0,377,622.5313,37960,29198,8636,0.01183
900.0,376,621.6043,38336,29324,8887,0.0118
910.0,374,620.6772,38710,29449,9138,0.01178
920.0,374,619.7731,39084,29572,9389,0.01175
930.0,373,618.812,39457,29695,9640,0.01173
940.0,370,617.9091,39827,29817,9891,0.0117
950.0,370,617.0317,40197,29936,10142,0.01168
960.0,369,616.1466,40566,30055,10393,0.01166
970.0,368,615.3034,40934,30173,10644,0.01163
980.0,368,614.4668,41302,30290,10895,0.01161
990.0,365,613.614,41667,30407,11146,0.01159
1000.0,364,612.7719,42031,30521,11397,0.01157
1010.0,364,611.9731,42395,30634,11648,0.01154
1020.0,364,611.1776,42759,30747,11899,0.01152
1030.0,364,610.4085,43123,30860,12151,0.0115
1040.0,363,609.6512,43486,30972,12405,0.01148
1050.0,363,608.9362,43849,31081,12659,0.01146
1060.0,361,608.1872,44210,31190,12913,0.01144
1070.0,361,607.4934,44571,31297,13167,0.01142
1080.0,361,606.7712,44932,31404,13421,0.0114
1090.0,360,606.1237,45292,31511,13679,0.01138
1100.0,360,605.4996,45652,31613,13937,0.01136
1110.0,360,604.8675,46012,31715,14195,0.01134
1120.0,360,604.3196,46372,31817,14453,0.01132
1130.0,360,603.719,46732,31919,14711,0.0113
1140.0,360,603.0918,47092,32021,14970,0.01128
1150.0,360,602.5642,47452,32122,15229,0.01126
1160.0,358,602.0332,47810,32223,15488,0.01124
1170.0,356,601.5009,48166,32322,15747,0.01122
1180.0,356,601.0219,48522,32419,16006,0.0112
1190.0,356,600.5046,48878,32516,16265,0.01118
1200.0,356,599.992,49234,32613,16524,0.01116
1210.0,355,599.4651,49589,32710,16783,0.01114
1220.0,355,598.9693,49944,32806,17042,0.01112
1230.0,355,598.4435,50299,32902,17301,0.01111
1240.0,355,597.9611,50654,32998,17560,0.01109
1250.0,354,597.48,51008,33094,17819,0.01107
1260.0,353,596.9543,51361,33189,18078,0.01105
1270.0,353,596.5047,51714,33283,18337,0.01103
1280.0,352,596.0168,52066,33377,18596,0.01102
1290.0,351,595.5341,52417,33470,18855,0.011
1300.0,351,595.0693,52768,33562,19114,0.01098
1310.0,351,594.617,53119,33654,19373,0.01097
1320.0,351,594.1237,53470,33746,19632,0.01095
1330.0,350,593.6238,53820,33838,19891,0.01093
1340.0,350,593.1889,54170,33929,20150,0.01092
1350.0,350,592.7192,54520,34020,20409,0.0109
1360.0,349,592.2191,54869,34111,20668,0.01089
1370.0,349,591.7678,55218,34201,20927,0.01087
1380.0,349,591.284,55567,34291,21186,0.01085
1390.0,348,590.7766,55915,34381,21445,0.01084
1400.0,348,590.3087,56263,34470,21704,0.01082
1410.0,347,589.8712,56610,34559,21963,0.01081
1420.0,347,589.4359,56957,34647,22222,0.01079
1430.0,347,589.0105,57304,34735,22481,0.01078
1440.0,345,588.5632,57649,34823,22740,0.01076
1450.0,345,588.1293,57994,34909,22999,0.01075
1460.0,344,587.6935,58338,34995,23258,0.01073
1470.0,344,587.2652,58682,35080,23517,0.01072
1480.0,344,586.8303,59026,35165,23776,0.01071
1490.0,344,586.3911,59370,35250,24035,0.01069
1500.0,344,585.9943,59714,35335,24294,0.01068
1510.0,344,585.5496,60058,35420,24553,0.01066
1520.0,344,585.1002,60402,35505,24812,0.01065
1530.0,344,584.6503,60746,35590,25071,0.01064
1540.0,344,584.2202,61090,35675,25330,0.01062
1550.0,344,583.7978,61434,35760,25589,0.01061
1560.0,344,583.4104,61778,35845,25848,0.0106
1570.0,344,582.9971,62122,35930,26107,0.01058
1580.0,344,582.5291,62466,36015,26366,0.01057
1590.0,344,582.0829,62810,36100,26625,0.01056
1600.0,344,581.6697,63154,36185,26884,0.01054
1610.0,344,581.2394,63498,36270,27143,0.01053
1620.0,343,580.8408,63841,36355,27402,0.01052
1630.0,343,580.4391,64184,36439,27661,0.0105
1640.0,342,580.0998,64526,36523,27920,0.01049
1650.0,342,579.7394,64868,36606,28179,0.01048
1660.0,342,579.3417,65210,36689,28438,0.01047
1670.0,342,578.9567,65552,36772,28698,0.01045
1680.0,342,578.5644,65894,36854,28958,0.01044
1690.0,342,578.1246,66236,36936,29218,0.01043
1700.0,342,577.7143,66578,37018,29478,0.01042
1710.0,342,577.3515,66920,37100,29738,0.0104
1720.0,342,576.9974,67262,37182,29998,0.01039
1730.0,341,576.6103,67603,37264,30258,0.01038
1740.0,341,576.2161,67944,37345,30518,0.01037
1750.0,341,575.8173,68285,37426,30778,0.01036
1760.0,341,575.4367,68626,37507,31038,0.01034
1770.0,340,575.0303,68966,37588,31298,0.01033
1780.0,340,574.6616,69306,37668,31558,0.01032
1790.0,340,574.3008,69646,37748,31818,0.01031
1800.0,340,573.9713,69986,37828,32078,0.0103
1810.0,340,573.5785,70326,37908,32338,0.01029
1820.0,340,573.2016,70666,37988,32598,0.01028
1830.0,340,572.815,71006,38068,32858,0.01026
1840.0,340,572.4626,71346,38148,33118,0.01025
1850.0,339,572.0909,71685,38228,33378,0.01024
1860.0,339,571.719,72024,38307,33638,0.01023
1870.0,339,571.3424,72363,38386,33898,0.01022
1880.0,339,570.9911,72702,38465,34158,0.01021
1890.0,339,570.6093,73041,38544,34418,0.0102
1900.0,339,570.2455,73380,38623,34678,0.01019
1910.0,339,569.8637,73719,38702,34938,0.01018
1920.0,339,569.4608,74058,38781,35198,0.01017
1930.0,338,569.065,74396,38860,35458,0.01015
1940.0,338,568.6956,74734,38938,35718,0.01014
1950.0,338,568.3304,75072,39016,35978,0.01013
1960.0,338,567.9585,75410,39094,36238,0.01012
1970.0,338,567.6121,75748,39172,36498,0.01011
1980.0,338,567.2036,76086,39250,36758,0.0101
1990.0,338,566.8416,76424,39328,37018,0.01009
2000.0,338,566.4698,76762,39406,37278,0.01008
2010.0,338,566.0929,77100,39484,37538,0.01007
2020.0,337,565.723,77437,39562,37798,0.01006
2030.0,337,565.3448,77774,39639,38058,0.01005
2040.0,337,564.9872,78111,39716,38318,0.01004
2050.0,337,564.613,78448,39793,38578,0.01003
2060.0,337,564.2539,78785,39870,38838,0.01002
2070.0,337,563.9264,79122,39947,39098,0.01001
2080.0,336,563.5584,79458,40024,39358,0.01
2090.0,336,563.2246,79794,40100,39618,0.00999
2100.0,336,562.8881,80130,40176,39878,0.00998
2110.0,336,562.5686,80466,40252,40138,0.00997
2120.0,336,562.2174,80802,40328,40398,0.00996
2130.0,336,561.864,81138,40404,40658,0.00995
2140.0,335,561.5555,81473,40480,40918,0.00994
2150.0,335,561.2189,81808,40555,41178,0.00993
2160.0,335,560.8936,82143,40630,41438,0.00992
2170.0,335,560.5778,82478,40705,41698,0.00991
2180.0,335,560.2484,82813,40780,41958,0.0099
2190.0,335,559.925,83148,40855,42218,0.00989
2200.0,335,559.6132,83483,40930,42478,0.00989
2210.0,334,559.3155,83817,41005,42738,0.00988
2220.0,334,559.0221,84151,41079,42998,0.00987
2230.0,334,558.7342,84485,41153,43258,0.00986
2240.0,334,558.4513,84819,41227,43518,0.00985
2250.0,333,558.1635,85152,41301,43778,0.00984
2260.0,333,557.8985,85485,41374,44038,0.00983
2270.0,333,557.6051,85818,41447,44298,0.00982
2280.0,333,557.3688,86151,41520,44558,0.00981
2290.0,332,557.1134,86483,41593,44818,0.0098
2300.0,331,556.8336,86814,41665,45078,0.00979
2310.0,329,556.6196,87143,41736,45338,0.00979
2320.0,329,556.3565,87472,41805,45598,0.00978
2330.0,329,556.0975,87801,41874,45858,0.00977
2340.0,329,555.8472,88130,41943,46118,0.00976
2350.0,329,555.6338,88459,42012,46378,0.00975
2360.0,328,555.3779,88787,42081,46638,0.00974
2370.0,328,555.1224,89115,42149,46898,0.00974
2380.0,328,554.8907,89443,42217,47158,0.00973
2390.0,328,554.6535,89771,42285,47418,0.00972
2400.0,328,554.4243,90099,42353,47678,0.00971
2410.0,328,554.1878,90427,42421,47938,0.0097
2420.0,328,553.9608,90755,42489,48198,0.00969
2430.0,328,553.7476,91083,42557,48458,0.00969
2440.0,328,553.5391,91411,42625,48718,0.00968
2450.0,328,553.3273,91739,42693,48978,0.00967
2460.0,328,553.0923,92067,42761,49238,0.00966
2470.0,328,552.8896,92395,42829,49498,0.00965
2480.0,328,552.6728,92723,42897,49758,0.00965
2490.0,328,552.4542,93051,42965,50018,0.00964
2500.0,328,552.2191,93379,43033,50278,0.00963
2510.0,326,552.0204,93705,43101,50538,0.00962
2520.0,326,551.8398,94031,43167,50798,0.00961
2530.0,326,551.653,94357,43233,51058,0.00961
2540.0,326,551.47,94683,43299,51318,0.0096
2550.0,326,551.2795,95009,43365,51578,0.00959
2560.0,326,551.0525,95335,43431,51838,0.00958
2570.0,326,550.8583,95661,43497,52098,0.00957
2580.0,326,550.6632,95987,43563,52358,0.00957
2590.0,326,550.4933,96313,43629,52618,0.00956
2600.0,326,550.3103,96639,43695,52878,0.00955
2610.0,326,550.0827,96965,43761,53138,0.00954
2620.0,326,549.891,97291,43827,53398,0.00954
2630.0,326,549.7144,97617,43893,53658,0.00953
2640.0,326,549.5308,97943,43959,53918,0.00952
2650.0,326,549.3312,98269,44025,54178,0.00951
2660.0,326,549.1285,98595,44091,54438,0.00951
2670.0,325,548.938,98920,44157,54698,0.0095
2680.0,324,548.7453,99244,44222,54958,0.00949
2690.0,324,548.5723,99568,44286,55218,0.00948
2700.0,324,548.3875,99892,44350,55478,0.00948
2710.0,324,548.2128,100216,44414,55738,0.00947
2720.0,324,548.0174,100540,44478,55998,0.00946
2730.0,323,547.8368,100863,44542,56258,0.00945
2740.0,323,547.678,101186,44605,56518,0.00945
2750.0,323,547.5268,101509,44668,56778,0.00944
2760.0,323,547.3289,101832,44731,57038,0.00943
2770.0,323,547.1847,102155,44794,57298,0.00943
2780.0,322,547.0247,102477,44857,57558,0.00942
2790.0,322,546.8734,102799,44919,57818,0.00941
2800.0,322,546.7185,103121,44981,58078,0.0094
2810.0,321,546.5472,103442,45043,58338,0.0094
2820.0,321,546.3843,103763,45104,58598,0.00939
2830.0,321,546.2326,104084,45165,58858,0.00938
2840.0,321,546.0915,104405,45226,59118,0.00938
2850.0,321,545.9348,104726,45287,59378,0.00937
2860.0,321,545.7688,105047,45348,59638,0.00936
2870.0,321,545.6425,105368,45409,59898,0.00936
2880.0,321,545.4729,105689,45470,60158,0.00935
2890.0,321,545.355,106010,45531,60418,0.00934
2900.0,321,545.193,106331,45592,60678,0.00934
2910.0,321,545.0529,106652,45653,60938,0.00933
2920.0,321,544.9263,106973,45714,61198,0.00932
2930.0,321,544.7625,107294,45775,61458,0.00932
2940.0,320,544.6315,107614,45836,61718,0.00931
2950.0,319,544.5017,107933,45896,61978,0.0093
2960.0,318,544.3576,108251,45955,62238,0.0093
2970.0,318,544.2156,108569,46013,62498,0.00929
2980.0,318,544.0834,108887,46071,62758,0.00929
2990.0,318,543.9476,109205,46129,63018,0.00928
3000.0,317,543.8149,109522,46187,63278,0.00927
3010.0,317,543.6876,109839,46244,63538,0.00927
3020.0,317,543.5717,110156,46301,63798,0.00926
3030.0,317,543.4536,110473,46358,64058,0.00926
3040.0,317,543.3346,110790,46415,64318,0.00925
3050.0,317,543.2069,111107,46472,64578,0.00924
3060.0,317,543.0909,111424,46529,64838,0.00924
3070.0,316,542.9609,111740,46586,65098,0.00923
3080.0,315,542.8562,112055,46642,65358,0.00923
3090.0,315,542.7459,112370,46697,65618,0.00922
3100.0,315,542.6445,112685,46752,65878,0.00921
3110.0,315,542.5469,113000,46807,66138,0.00921
3120.0,315,542.439,113315,46862,66398,0.0092
3130.0,315,542.3376,113630,46917,66658,0.0092
3140.0,315,542.2191,113945,46972,66918,0.00919
3150.0,315,542.1178,114260,47027,67178,0.00918
3160.0,315,542.0136,114575,47082,67438,0.00918
3170.0,315,541.904,114890,47137,67698,0.00917
3180.0,314,541.8115,115204,47192,67958,0.00917
3190.0,314,541.7007,115518,47246,68218,0.00916
3200.0,314,541.6059,115832,47300,68478,0.00916
3210.0,314,541.5082,116146,47354,68738,0.00915
3220.0,314,541.4068,116460,47408,68998,0.00914
3230.0,314,541.3095,116774,47462,69258,0.00914
3240.0,312,541.2036,117086,47516,69518,0.00913
3250.0,312,541.1163,117398,47568,69778,0.00913
3260.0,312,541.0291,117710,47620,70038,0.00912
3270.0,312,540.9444,118022,47672,70298,0.00912
3280.0,311,540.8669,118333,47724,70558,0.00911
3290.0,311,540.7948,118644,47775,70818,0.00911
3300.0,311,540.7226,118955,47826,71078,0.0091
3310.0,311,540.6385,119266,47877,71338,0.0091
3320.0,311,540.5543,119577,47928,71598,0.00909
3330.0,311,540.4727,119888,47979,71858,0.00909
3340.0,311,540.3886,120199,48030,72118,0.00908
3350.0,311,540.3044,120510,48081,72378,0.00908
3360.0,311,540.2323,120821,48132,72638,0.00907
3370.0,310,540.1526,121131,48183,72898,0.00906
3380.0,310,540.0799,121441,48233,73158,0.00906
3390.0,310,540.0141,121751,48283,73418,0.00905
3400.0,310,539.9414,122061,48333,73678,0.00905
3410.0,310,539.8782,122371,48383,73938,0.00904
3420.0,310,539.803,122681,48433,74198,0.00904
3430.0,310,539.7398,122991,48483,74458,0.00903
3440.0,310,539.6766,123301,48533,74718,0.00903
3450.0,310,539.6014,123611,48583,74978,0.00902
3460.0,310,539.5287,123921,48633,75238,0.00902
3470.0,310,539.456,124231,48683,75498,0.00901
3480.0,310,539.3928,124541,48733,75758,0.00901
3490.0,310,539.3201,124851,48783,76018,0.009
3500.0,310,539.2448,125161,48833,76278,0.009
3510.0,310,539.1791,125471,48883,76538,0.00899
3520.0,310,539.1039,125781,48933,76798,0.00899
3530.0,310,539.0312,126091,48983,77058,0.00898
3540.0,310,538.956,126401,49033,77318,0.00898
3550.0,310,538.8833,126711,49083,77578,0.00898
3560.0,310,538.8106,127021,49133,77838,0.00897
3570.0,310,538.7379,127331,49183,78098,0.00897
3580.0,309,538.6686,127640,49233,78358,0.00896
3590.0,309,538.5997,127949,49282,78618,0.00896
3600.0,309,538.5282,128258,49331,78878,0.00895
3610.0,309,538.4592,128567,49380,79138,0.00895
3620.0,308,538.3984,128875,49429,79398,0.00894
3630.0,308,538.3487,129183,49477,79658,0.00894
3640.0,308,538.2896,129491,49525,79918,0.00893
3650.0,308,538.24,129799,49573,80178,0.00893
3660.0,308,538.1809,130107,49621,80438,0.00892
3670.0,308,538.1313,130415,49669,80698,0.00892
3680.0,308,538.0842,130723,49717,80958,0.00891
3690.0,308,538.0371,131031,49765,81218,0.00891
3700.0,308,537.9805,131339,49813,81478,0.0089
3710.0,308,537.9309,131647,49861,81738,0.0089
3720.0,308,537.8812,131955,49909,81998,0.0089
3730.0,308,537.8247,132263,49957,82258,0.00889
3740.0,308,537.7776,132571,50005,82518,0.00889
3750.0,308,537.7279,132879,50053,82778,0.00888
3760.0,308,537.6713,133187,50101,83038,0.00888
3770.0,308,537.6147,133495,50149,83298,0.00887
3780.0,308,537.5676,133803,50197,83558,0.00887
3790.0,308,537.5111,134111,50245,83818,0.00886
3800.0,308,537.4545,134419,50293,84078,0.00886
3810.0,308,537.3954,134727,50341,84338,0.00885
3820.0,308,537.3363,135035,50389,84598,0.00885
3830.0,308,537.2797,135343,50437,84858,0.00884
3840.0,308,537.2206,135651,50485,85118,0.00884
3850.0,308,537.1614,135959,50533,85378,0.00884
3860.0,308,537.1118,136267,50581,85638,0.00883
3870.0,307,537.056,136574,50629,85898,0.00883
3880.0,307,537.0125,136881,50676,86158,0.00882
3890.0,307,536.9594,137188,50723,86418,0.00882
3900.0,307,536.9064,137495,50770,86678,0.00881
3910.0,307,536.8628,137802,50817,86938,0.00881
3920.0,307,536.8072,138109,50864,87198,0.0088
3930.0,307,536.7517,138416,50911,87458,0.0088
3940.0,307,536.7081,138723,50958,87718,0.0088
3950.0,307,536.6645,139030,51005,87978,0.00879
3960.0,307,536.609,139337,51052,88238,0.00879
3970.0,307,536.5629,139644,51099,88498,0.00878
3980.0,307,536.5168,139951,51146,88758,0.00878
3990.0,307,536.4707,140258,51193,89018,0.00877
4000.0,307,536.4151,140565,51240,89278,0.00877
4010.0,307,536.3621,140872,51287,89538,0.00877
4020.0,307,536.309,141179,51334,89798,0.00876
4030.0,307,536.2535,141486,51381,90058,0.00876
4040.0,307,536.2099,141793,51428,90318,0.00875
4050.0,307,536.1543,142100,51475,90578,0.00875
4060.0,307,536.1108,142407,51522,90838,0.00874
4070.0,307,536.0672,142714,51569,91098,0.00874
4080.0,307,536.0142,143021,51616,91358,0.00874
4090.0,307,535.9611,143328,51663,91618,0.00873
4100.0,307,535.9055,143635,51710,91878,0.00873
4110.0,307,535.8595,143942,51757,92138,0.00872
4120.0,307,535.8159,144249,51804,92398,0.00872
4130.0,307,535.7603,144556,51851,92658,0.00872
4140.0,307,535.7073,144863,51898,92918,0.00871
4150.0,307,535.6637,145170,51945,93178,0.00871
4160.0,307,535.6081,145477,51992,93438,0.0087
4170.0,307,535.562,145784,52039,93698,0.0087
4180.0,307,535.5185,146091,52086,93958,0.00869
4190.0,307,535.4749,146398,52133,94218,0.00869
4200.0,307,535.4288,146705,52180,94478,0.00869
4210.0,307,535.3853,147012,52227,94738,0.00868
4220.0,307,535.3392,147319,52274,94998,0.00868
4230.0,307,535.2861,147626,52321,95258,0.00867
4240.0,307,535.2306,147933,52368,95518,0.00867
4250.0,307,535.175,148240,52415,95778,0.00867
4260.0,307,535.1219,148547,52462,96038,0.00866
4270.0,307,535.0664,148854,52509,96298,0.00866
4280.0,307,535.0203,149161,52556,96558,0.00865
4290.0,307,534.9742,149468,52603,96818,0.00865
4300.0,307,534.9186,149775,52650,97078,0.00865
4310.0,307,534.8631,150082,52697,97338,0.00864
4320.0,307,534.817,150389,52744,97598,0.00864
4330.0,307,534.7614,150696,52791,97858,0.00863
4340.0,307,534.7179,151003,52838,98118,0.00863
4350.0,307,534.6623,151310,52885,98378,0.00862
4360.0,307,534.6187,151617,52932,98638,0.00862
4370.0,307,534.5657,151924,52979,98898,0.00862
4380.0,307,534.5221,152231,53026,99158,0.00861
4390.0,307,534.4785,152538,53073,99418,0.00861
4400.0,307,534.4325,152845,53120,99678,0.0086
4410.0,307,534.3794,153152,53167,99938,0.0086
4420.0,307,534.3333,153459,53214,100198,0.0086
4430.0,307,534.2803,153766,53261,100458,0.00859
4440.0,307,534.2272,154073,53308,100718,0.00859
4450.0,307,534.1717,154380,53355,100978,0.00859
4460.0,307,534.1186,154687,53402,101238,0.00858
4470.0,307,534.0725,154994,53449,101498,0.00858
4480.0,307,534.017,155301,53496,101758,0.00857
4490.0,307,533.9614,155608,53543,102018,0.00857
4500.0,307,533.9178,155915,53590,102278,0.00857
4510.0,307,533.8623,156222,53637,102538,0.00856
4520.0,307,533.8187,156529,53684,102798,0.00856
4530.0,307,533.7751,156836,53731,103058,0.00855
4540.0,307,533.7196,157143,53778,103318,0.00855
4550.0,307,533.664,157450,53825,103578,0.00855
4560.0,307,533.6204,157757,53872,103838,0.00854
4570.0,307,533.5674,158064,53919,104098,0.00854
4580.0,307,533.5213,158371,53966,104358,0.00853
4590.0,307,533.4752,158678,54013,104618,0.00853
4600.0,307,533.4196,158985,54060,104878,0.00853
4610.0,307,533.3666,159292,54107,105138,0.00852
4620.0,307,533.3135,159599,54154,105398,0.00852
4630.0,307,533.27,159906,54201,105658,0.00851
4640.0,307,533.2239,160213,54248,105918,0.00851
4650.0,307,533.1708,160520,54295,106178,0.00851
4660.0,307,533.1178,160827,54342,106438,0.0085
4670.0,307,533.0742,161134,54389,106698,0.0085
4680.0,307,533.0212,161441,54436,106958,0.0085
4690.0,307,532.9681,161748,54483,107218,0.00849
4700.0,307,532.922,162055,54530,107478,0.00849
4710.0,307,532.8785,162362,54577,107738,0.00848
4720.0,307,532.8349,162669,54624,107998,0.00848
4730.0,307,532.7819,162976,54671,108258,0.00848
4740.0,306,532.7389,163282,54718,108518,0.00847
4750.0,305,532.6978,163587,54764,108778,0.00847
4760.0,305,532.6568,163892,54809,109038,0.00847
4770.0,305,532.6158,164197,54854,109298,0.00846
4780.0,305,532.5773,164502,54899,109558,0.00846
4790.0,305,532.5363,164807,54944,109818,0.00846
4800.0,305,532.4978,165112,54989,110078,0.00845
4810.0,305,532.4567,165417,55034,110338,0.00845
4820.0,305,532.4157,165722,55079,110598,0.00844
4830.0,305,532.3772,166027,55124,110858,0.00844
4840.0,305,532.3362,166332,55169,111118,0.00844
4850.0,305,532.2977,166637,55214,111378,0.00843
4860.0,305,532.2567,166942,55259,111638,0.00843
4870.0,305,532.2156,167247,55304,111898,0.00843
4880.0,305,532.1771,167552,55349,112158,0.00842
4890.0,305,532.1386,167857,55394,112418,0.00842
4900.0,304,532.0994,168161,55439,112678,0.00842
4910.0,304,532.0634,168465,55483,112938,0.00841
4920.0,304,532.0249,168769,55527,113198,0.00841
4930.0,304,531.9865,169073,55571,113458,0.00841
4940.0,304,531.948,169377,55615,113718,0.0084
4950.0,304,531.9095,169681,55659,113978,0.0084
4960.0,304,531.8735,169985,55703,114238,0.0084
4970.0,304,531.835,170289,55747,114498,0.00839
4980.0,304,531.7991,170593,55791,114758,0.00839
4990.0,304,531.7631,170897,55835,115018,0.00839
